success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class,pred_concept,question_order
,,,,,image-button-response,35,1020083,0.0-8.0-1.2,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,14528,4,response_2,Bombus hortorum,FALSE,,,
,,,,,html-keyboard-response,36,1020348,0.0-8.0-0.3,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,null,null,fixation,,,,,
,,,,,image-button-response,37,1032583,0.0-8.0-1.3,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,12229,5,response_2,Bombus pratorum,TRUE,,,
,,,,,html-keyboard-response,38,1033091,0.0-8.0-0.4,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,null,null,fixation,,,,,
,,,,,image-button-response,39,1044049,0.0-8.0-1.4,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,10952,1,response_2,Andrena flavipes,TRUE,,,
,,,,,html-keyboard-response,40,1044807,0.0-8.0-0.5,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,null,null,fixation,,,,,
,,,,,image-button-response,41,1056815,0.0-8.0-1.5,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,12002,0,response_2,Andrena bicolor,TRUE,,,
,,,,,html-button-response,42,1067365,0.0-9.0,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,10548,0,,,,,,
,,,,,survey-multi-choice,43,1114651,0.0-10.0,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,47282,"{""support_exp"":""neutral"",""causal_exp"":""somewhat agree"",""know_exp"":""somewhat agree"",""understand_exp"":""neutral""}",,,,,,"[0,1,2,3]"
,,,,,html-button-response,44,1118548,0.0-11.0,5,1,2023-03-14 15:41:21,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,3887,0,,,,,,
TRUE,FALSE,[],[],[],preload,0,1835,0.0-0.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,,,,,,,,
,,,,,html-button-response,1,3578,0.0-1.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,1734,0,,,,,,
,,,,,html-button-response,2,37450,0.0-2.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,33870,0,,,,,,
,,,,,html-button-response,3,139228,0.0-3.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,101773,0,,,,,,
,,,,,html-keyboard-response,4,140741,0.0-4.0-0.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,5,177261,0.0-4.0-1.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,36496,3,response_1,Bombus hortorum,TRUE,,,
,,,,,html-keyboard-response,6,177767,0.0-4.0-0.1,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,7,202775,0.0-4.0-1.1,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,24985,2,response_1,Andrena fulva,TRUE,,,
,,,,,html-keyboard-response,8,203031,0.0-4.0-0.2,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,9,207765,0.0-4.0-1.2,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,4714,1,response_1,Andrena bicolor,FALSE,,,
,,,,,html-keyboard-response,10,208270,0.0-4.0-0.3,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,11,213125,0.0-4.0-1.3,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,4835,4,response_1,Bombus pratorum,FALSE,,,
,,,,,html-keyboard-response,12,213629,0.0-4.0-0.4,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,13,222364,0.0-4.0-1.4,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,8719,5,response_1,Bombus pratorum,TRUE,,,
,,,,,html-keyboard-response,14,222869,0.0-4.0-0.5,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,15,228423,0.0-4.0-1.5,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,5539,0,response_1,Andrena bicolor,TRUE,,,
,,,,,html-button-response,16,236919,0.0-5.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,8490,0,,,,,,
,,,,,html-keyboard-response,17,237425,0.0-6.0-0.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,18,285934,0.0-6.0-1.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,48486,5,response_pred,Bombus lucorum,FALSE,Bombus hortorum,it has fuzzy yellow and black stripes,
,,,,,html-keyboard-response,19,286439,0.0-6.0-0.1,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,20,303728,0.0-6.0-1.1,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,17266,5,response_pred,Bombus pratorum,TRUE,Bombus lucorum,it has fuzzy yellow and black stripes,
,,,,,html-keyboard-response,21,304484,0.0-6.0-0.2,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,22,316866,0.0-6.0-1.2,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,12354,3,response_pred,Bombus hortorum,TRUE,Bombus pratorum,it has fuzzy yellow and black stripes,
,,,,,html-keyboard-response,23,317620,0.0-6.0-0.3,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,24,353269,0.0-6.0-1.3,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,35613,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes,it has a smooth shiny dark brown texture,
,,,,,html-keyboard-response,25,354026,0.0-6.0-0.4,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,26,378117,0.0-6.0-1.4,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,24070,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor,it is fuzzy dark orange and it has a smooth shiny dark brown texture,
,,,,,html-keyboard-response,27,378874,0.0-6.0-0.5,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,28,387311,0.0-6.0-1.5,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,8418,2,response_pred,Andrena fulva,TRUE,Andrena fulva,it is fuzzy dark orange and it has a smooth shiny dark brown texture,
,,,,,html-button-response,29,390792,0.0-7.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,3474,0,,,,,,
,,,,,html-keyboard-response,30,391549,0.0-8.0-0.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,31,422149,0.0-8.0-1.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,30584,0,response_2,Andrena flavipes,FALSE,,,
,,,,,html-keyboard-response,32,422656,0.0-8.0-0.1,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,33,438666,0.0-8.0-1.1,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,15976,0,response_2,Bombus lucorum,FALSE,,,
,,,,,html-keyboard-response,34,439174,0.0-8.0-0.2,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,35,447515,0.0-8.0-1.2,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,8315,3,response_2,Bombus hortorum,TRUE,,,
,,,,,html-keyboard-response,36,448272,0.0-8.0-0.3,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,37,455641,0.0-8.0-1.3,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,7340,5,response_2,Andrena fulva,FALSE,,,
,,,,,html-keyboard-response,38,456148,0.0-8.0-0.4,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,39,469549,0.0-8.0-1.4,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,13375,0,response_2,Andrena flavipes,FALSE,,,
,,,,,html-keyboard-response,40,469807,0.0-8.0-0.5,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,null,null,fixation,,,,,
,,,,,image-button-response,41,477462,0.0-8.0-1.5,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,7636,5,response_2,Bombus lucorum,FALSE,,,
,,,,,html-button-response,42,481745,0.0-9.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,4276,0,,,,,,
,,,,,survey-multi-choice,43,517309,0.0-10.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,35550,"{""support_exp"":""somewhat agree"",""causal_exp"":""neutral"",""know_exp"":""somewhat agree"",""understand_exp"":""strongly agree""}",,,,,,"[0,1,2,3]"
,,,,,html-button-response,44,518908,0.0-11.0,3,1,2023-03-14 14:19:36,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",iPhone,Safari,15.1,iOS,15_1,1579,0,,,,,,